"","x"
"1",-1.3806319004677
"2",-22.6508109472891
"3",-35.591078945648
"4",-30.4489305414826
"5",-3.59074834819332
"6",43.2188026449982
"7",103.188728441291
"8",165.965008547381
"9",220.020200443517
"10",255.382094615262
"11",-14.0683958196536
"12",251.12504886556
"13",215.382705783121
"14",167.475080537165
"15",117.916445979061
"16",76.3725925067084
"17",49.3171349613469
"18",38.6143496111224
"19",41.386636110627
"20",51.1771079118195
"21",60.0691131795777
"22",61.1682250974318
"23",50.7570711229944
"24",29.5246626466924
"25",2.52493069780895
"26",-22.1341778059866
"27",-35.5227380098735
"28",-30.4398903093931
"29",-3.58955249397641
"30",43.2189608342233
"31",103.188749366777
"32",165.965011315433
"33",220.020200809679
"34",255.382094663699
"35",-14.0683958132464
"36",251.125048866408
"37",215.382705783233
"38",167.47508053718
"39",117.916445979063
"40",76.3725925067086
"41",49.317134961347
"42",38.6143496111224
"43",41.386636110627
"44",51.1771079118195
"45",60.0691131795777
"46",61.1682250974318
"47",50.7570711229944
"48",29.5246626466924
"49",24.1012402794673
"50",1.07457130376041
"51",-26.9096331401811
"52",-45.4312576891014
"53",-43.614806776076
"54",-15.3384672686434
"55",39.2079097074093
"56",113.204908093512
"57",194.53352484222
"58",268.50572790531
"59",145.864067131386
"60",343.341189180417
"61",331.391208832182
"62",289.398491898272
"63",227.304473570934
"64",158.487256988455
"65",96.3991213195847
"66",51.3018666248332
"67",27.9515957898452
"68",24.8236892143381
"69",35.0516085370523
"70",48.791839782587
"71",56.3455093716268
"72",51.1672509991298
"73",31.9271549144591
"74",3.05230384049416
"75",-26.4098288145159
"76",-45.304949222555
"77",-43.5828866267255
"78",-15.3304005415077
"79",39.2099482970778
"80",113.205423277399
"81",194.533655037345
"82",268.50576080768
"83",145.864075446336
"84",343.341191281736
"85",331.391209363219
"86",289.398492032473
"87",227.304473604849
"88",158.487256997025
"89",96.3991213217506
"90",51.3018666253806
"91",27.9515957899835
"92",24.823689214373
"93",35.0516085370611
"94",48.7918397825893
"95",56.3455093716274
"96",51.1672509991299
"97",22.7990183859719
"98",-1.26640670881675
"99",-27.4984595275574
"100",-42.7847853194919
"101",-38.3657456080369
"102",-9.09488414593017
"103",45.1226294952649
"104",118.80427194793
"105",201.74724091914
"106",281.112628537771
"107",161.397630706835
"108",381.388181290026
"109",387.982329353224
"110",365.347379602457
"111",320.207451003601
"112",262.82524373735
"113",204.377039313344
"114",154.244195862845
"115",117.927378185315
"116",96.1132383351624
"117",85.1067893473286
"118",78.4716138873896
"119",69.3941092847697
"120",53.0946828868592
"121",28.5999192998514
"122",-0.632624763374963
"123",-27.4292151876986
"124",-42.7772199752328
"125",-38.3649190504602
"126",-9.09479383973863
"127",45.1226393617382
"128",118.804273025899
"129",201.747241036915
"130",281.112628550639
"131",161.397630708241
"132",381.38818129018
"133",387.982329353241
"134",365.347379602459
"135",320.207451003601
"136",262.82524373735
"137",204.377039313344
"138",154.244195862845
"139",117.927378185315
"140",96.1132383351624
"141",85.1067893473286
"142",78.4716138873896
"143",69.3941092847697
"144",53.0946828868592
"145",10.8722342066172
"146",-12.6842137724293
"147",-34.7378864888506
"148",-44.00142033586
"149",-33.5929850778596
"150",-0.555520077981502
"151",53.2508604213326
"152",121.203152586388
"153",193.162514357539
"154",257.641475907541
"155",166.187301246275
"156",326.480713450063
"157",322.135871831106
"158",294.56913922807
"159",251.16720266848
"160",201.471396655085
"161",154.76341626292
"162",117.853222319965
"163",93.6431318111707
"164",80.8263472971935
"165",74.7682517052156
"166",69.298129987062
"167",58.8937538765969
"168",40.637275258863
"169",15.3858947166849
"170",-12.1828727974164
"171",-34.6822015801902
"172",-43.9952353056968
"173",-33.5922980946349
"174",-0.555443773430255
"175",53.2508688966262
"176",121.203153527755
"177",193.162514462099
"178",257.641475919155
"179",166.187301247565
"180",326.480713450207
"181",322.135871831122
"182",294.569139228072
"183",251.16720266848
"184",201.471396655085
"185",154.76341626292
"186",117.853222319965
"187",93.6431318111707
"188",80.8263472971935
"189",74.7682517052156
"190",69.298129987062
"191",58.8937538765969
"192",40.637275258863
"193",-17.6029686469913
"194",-38.6345133978613
"195",-43.5367234352169
"196",-27.5996922519605
"197",9.29313033169464
"198",62.840476019337
"199",125.117000019012
"200",186.260116764114
"201",236.647643321987
"202",269.015301814171
"203",166.419932016783
"204",270.577135988322
"205",245.729194460797
"206",212.746201147897
"207",179.331273187795
"208",151.592033916528
"209",132.598022120902
"210",121.855554286427
"211",115.820486664113
"212",109.28555389339
"213",97.2407201922245
"214",76.6763698559868
"215",47.8147739041653
"216",14.4108964341075
"217",-16.9826183279761
"218",-38.6078089856784
"219",-43.5355738821206
"220",-27.5996427667925
"221",9.29313246189798
"222",62.8404761110366
"223",125.11700002296
"224",186.260116764284
"225",236.647643321994
"226",269.015301814171
"227",166.419932016783
"228",270.577135988322
"229",245.729194460797
"230",212.746201147897
"231",179.331273187795
"232",151.592033916528
"233",132.598022120902
"234",121.855554286427
"235",115.820486664113
"236",109.28555389339
"237",97.2407201922245
"238",76.6763698559868
"239",47.8147739041653
"240",14.4108964341075
"241",-0.988532913512337
"242",-13.0009166479731
"243",-15.5468852672647
"244",-4.93626882958744
"245",19.4219820781049
"246",54.9737673204793
"247",96.4415300091845
"248",136.949031629536
"249",169.575229679228
"250",188.940744212453
"251",6.80988024884259
"252",180.670476671174
"253",157.347386330281
"254",128.090528380533
"255",99.0542325531055
"256",75.3732328900082
"257",59.967107582326
"258",52.9914379544132
"259",52.0668383511751
"260",53.2060395859432
"261",52.1708837660421
"262",45.8759565838045
"263",33.4444897250936
"264",16.6179877678985
"265",-0.602084974109008
"266",-12.9919298794212
"267",-15.5466762817824
"268",-4.93626396967239
"269",19.4219821911212
"270",54.9737673231075
"271",96.4415300092456
"272",136.949031629538
"273",169.575229679228
"274",188.940744212453
"275",6.80988024884259
"276",180.670476671174
"277",157.347386330281
"278",128.090528380533
"279",99.0542325531055
"280",75.3732328900082
"281",59.967107582326
"282",52.9914379544132
"283",52.0668383511751
"284",53.2060395859432
"285",52.1708837660421
"286",45.8759565838045
"287",33.4444897250936
"288",16.6179877678985
"289",-23.7354122865722
"290",-48.5118991565622
"291",-44.6437986112693
"292",-8.94194250708417
"293",55.0884241552195
"294",136.443978052067
"295",219.236730331799
"296",286.543003049377
"297",324.579956034224
"298",326.108911578664
"299",-12.0302682166819
"300",231.721872443607
"301",159.217193515579
"302",90.8821981728967
"303",40.5698335648359
"304",16.3553263369068
"305",18.740837424184
"306",40.9288510333814
"307",71.0632428427239
"308",95.8089345523261
"309",104.283518020777
"310",91.2629422470285
"311",58.782555668686
"312",15.6907901096184
"313",-24.7316739580986
"314",-48.4486431120152
"315",-44.6478149528452
"316",-8.94168749588691
"317",55.0884079636906
"318",136.443979080122
"319",219.236730266525
"320",286.543003053521
"321",324.579956033961
"322",326.108911578681
"323",-12.030268216683
"324",231.721872443607
"325",159.217193515579
"326",90.8821981728967
"327",40.5698335648359
"328",16.3553263369068
"329",18.740837424184
"330",40.9288510333814
"331",71.0632428427239
"332",95.8089345523261
"333",104.283518020777
"334",91.2629422470285
"335",58.782555668686
"336",15.6907901096184
"337",-11.168417807567
"338",-24.3595632304502
"339",-18.2040754955193
"340",8.92378017036305
"341",53.5271297247325
"342",107.438052288963
"343",159.751741024984
"344",199.507101544493
"345",218.415486158416
"346",212.920543365232
"347",1.56932243770984
"348",141.826213524549
"349",93.4308814717014
"350",50.5562948531967
"351",21.7036714621553
"352",11.1070462391274
"353",17.8370799496739
"354",36.3069053136963
"355",58.0269669551541
"356",74.121075624985
"357",77.9130588454375
"358",66.8767228889217
"359",43.4156575441035
"360",14.2569222476199
"361",-11.38149607685
"362",-24.3563786476874
"363",-18.2041230910222
"364",8.92378088170644
"365",53.5271297141011
"366",107.438052289122
"367",159.751741024981
"368",199.507101544493
"369",218.415486158416
"370",212.920543365232
"371",1.56932243770984
"372",141.826213524549
"373",93.4308814717014
"374",50.5562948531967
"375",21.7036714621553
"376",11.1070462391274
"377",17.8370799496739
"378",36.3069053136963
"379",58.0269669551541
"380",74.121075624985
"381",77.9130588454375
"382",66.8767228889217
"383",43.4156575441035
"384",14.2569222476199
"385",-11.3356408724447
"386",-25.0681235885308
"387",-19.9294471474688
"388",5.72416889812848
"389",48.1654508557727
"390",99.0659833263409
"391",147.520392680578
"392",182.782157572577
"393",196.990696533873
