"","x"
"1",-0.740333474036468
"2",-1.38577437504379
"3",-1.94014406638718
"4",-2.40710648466291
"5",-2.7902100932269
"6",-3.09292493009863
"7",-3.31867505130771
"8",-3.47086664939212
"9",-3.55291210797025
"10",-3.56825023683578
"11",-3.52036291762046
"12",-3.412788377519
"13",-3.24913129766102
"14",-3.03306995326972
"15",-2.76836057458355
"16",-2.45883911048099
"17",-2.10842057069303
"18",-1.7210961172791
"19",-1.30092807154935
"20",-0.852042998735775
"21",-0.378623029335539
"22",0.115104426928059
"23",0.624878421231942
"24",1.14641750899025
"25",1.67543394777707
"26",2.2076489033612
"27",2.73880851948686
"28",3.26470070916718
"29",3.78117252743964
"30",4.2841479878262
"31",4.76964618718121
"32",5.23379960621433
"33",5.6728724557935
"34",6.08327894217458
"35",6.46160132759174
"36",6.80460766618878
"37",7.10926909910231
"38",7.37277659660791
"39",7.59255703963293
"40",7.76628853762557
"41",7.89191488472939
"42",7.96765906146593
"43",7.99203569465123
"44",7.96386239406052
"45",7.88226989039261
"46",7.74671090537046
"47",7.55696769130958
"48",7.31315818418965
"49",7.0157407211534
"50",6.66551728039687
"51",6.26363520860294
"52",5.81158740836278
"53",5.31121096541392
"54",4.76468420296291
"55",4.1745221578387
"56",3.54357048069997
"57",2.87499776997508
"58",2.17228635661676
"59",1.43922156407142
"60",0.679879475075048
"61",-0.101386756045536
"62",-0.899961999984879
"63",-1.71098560569916
"64",-2.52936915150949
"65",-3.34981542907296
"66",-4.16683858927176
"67",-4.97478537342282
"68",-5.76785734788006
"69",-6.54013405512508
"70",-7.28559698983326
"71",-7.9981543041811
"72",-8.67166614284555
"73",-9.29997050475961
"74",-9.87690952573452
"75",-10.396356073559
"76",-10.8522405451508
"77",-11.238577753769
"78",-11.5494937932102
"79",-11.7792527653121
"80",-11.9222832569763
"81",-11.9732044532936
"82",-11.9268517742312
"83",-11.7783019236807
"84",-11.522897241511
"85",-11.1562692515667
"86",-10.6743613013327
"87",-10.0734501922086
"88",-9.35016670300571
"89",-8.50151491337971
"90",-7.52489023840761
"91",-6.41809609042831
"92",-5.17935908952631
"93",-3.80734274966731
"94",-2.30115957343467
"95",-0.660381494575724
"96",1.11495138591077
"97",3.02432381763236
"98",5.06674021308817
"99",7.24072128767933
"100",9.54430255337222
"101",11.9750346844632
"102",14.5299857662937
"103",17.2057454301124
"104",19.9984308695779
"105",22.9036947266935
"106",25.9167348272935
"107",29.0323057385794
"108",32.2447321136855
"109",35.5479237808493
"110",38.9353925275179
"111",42.400270522655
"112",45.9353303136777
"113",49.5330063278394
"114",53.1854178015505
"115",56.8843930550993
"116",60.621495024521
"117",64.3880479570172
"118",68.1751651713317
"119",71.9737777799035
"120",75.7746642654301
"121",79.5684808007368
"122",83.3457921975364
"123",87.0971033668253
"124",90.812891171302
"125",94.4836365483012
"126",98.0998567803584
"127",101.652137789622
"128",105.131166331946
"129",108.52776196662
"130",111.832908678299
"131",115.037786028855
"132",118.133799718472
"133",121.112611437435
"134",123.966167892675
"135",126.686728896208
"136",129.266894406144
"137",131.699630414935
"138",133.978293583958
"139",136.096654528355
"140",138.048919661277
"141",139.829751512309
"142",141.434287440763
"143",142.85815667083
"144",144.097495582159
"145",145.148961196262
"146",146.009742806248
"147",146.677571704701
"148",147.150728971993
"149",147.428051295
"150",147.508934793912
"151",147.393336842741
"152",147.081775877006
"153",146.575329190045
"154",145.875628727321
"155",144.984854896005
"156",143.905728414917
"157",142.641500237658
"158",141.195939589313
"159",139.573320164544
"160",137.778404542101
"161",135.816426877763
"162",133.693073944453
"163",131.414464594723
"164",128.987127726942
"165",126.417978842298
"166",123.714295285208
"167",120.883690264735
"168",117.93408575932
"169",114.873684411325
"170",111.710940521717
"171",108.454530258532
"172",105.113321195666
"173",101.696341300904
"174",98.2127474940333
"175",94.6717938972861
"176",91.0827999012709
"177",87.4551181699674
"178",83.7981027082553
"179",80.1210771148574
"180",76.4333031424681
"181",72.7439496852504
"182",69.0620623117959
"183",65.3965334590893
"184",61.7560733999756
"185",58.1491820931601
"186",54.5841220208425
"187",51.0688921147415
"188",47.6112028665295
"189",44.2184527135565
"190",40.897705785264
"191",37.655671089858
"192",34.498683214681
"193",31.4326846072858
"194",28.4632094975494
"195",25.5953695142422
"196",22.8338410423609
"197",20.1828543602541
"198",17.6461845881399
"199",15.2271444720943
"200",12.9285790199775
"201",10.7528619981189
"202",8.70189428991341
"203",6.77710410984684
"204",4.97944905887239
"205",3.30941999955557
"206",1.76704672201971
"207",0.351905364468671
"208",-0.936872454993092
"209",-2.10058884539106
"210",-3.14096724553367
"211",-4.06013848543246
"212",-4.86062537569942
"213",-5.54532589990856
"214",-6.11749509033021
"215",-6.58072567251013
"216",-6.93892756886945
"217",-7.1963063557767
"218",-7.35734077242532
"219",-7.4267593832931
"220",-7.4095164989606
"221",-7.31076746260062
"222",-7.13584341153736
"223",-6.89022562487039
"224",-6.57951956927815
"225",-6.20942875576794
"226",-5.78572852028381
"227",-5.31423984075833
"228",-4.80080330238923
"229",-4.25125332163312
"230",-3.67139273764865
"231",-3.06696787771479
"232",-2.44364420047376
"233",-1.8069826177454
"234",-1.16241659213792
"235",-0.515230103737213
"236",0.129463425163149
"237",0.766741163020441
"238",1.39188978046274
"239",2.00042316630937
"240",2.58809887999585
"241",3.1509332781538
"242",3.68521525928855
"243",4.18751857691177
"244",4.65471267809569
"245",5.08397203118975
"246",5.47278391334662
"247",5.818954635518
"248",6.12061418966618
"249",6.37621931006356
"250",6.58455494769372
"251",6.74473416388315
"252",6.85619645636332
"253",6.91870453794716
"254",6.93233959487551
"255",6.89749505862164
"256",6.81486893150285
"257",6.68545471280034
"258",6.51053097823021
"259",6.29164967147831
"260",6.03062317211061
"261",5.72951020947207
"262",5.39060069714738
"263",5.01639956718209
"264",4.60960968751594
"265",4.17311394995001
"266",3.70995661942963
"267",3.22332403848343
"268",2.71652478327404
"269",2.19296936989321
"270",1.65614961127549
"271",1.10961772636886
"272",0.556965304017256
"273",0.00180222436209264
"274",-0.552264359547978
"275",-1.10165087783536
"276",-1.64281793648712
"277",-2.17229054709616
"278",-2.68667789602965
"279",-3.18269255777906
"280",-3.65716906007236
"281",-4.10708171155329
"282",-4.52956160646157
"283",-4.92191272476588
"284",-5.281627050584
"285",-5.60639863644818
"286",-5.89413654603036
"287",-6.14297661329936
"288",-6.35129196171062
"289",-6.51770223292317
"290",-6.64108148065033
"291",-6.72056469156484
"292",-6.75555290166566
"293",-6.74571688314276
"294",-6.69099938351566
"295",-6.59161590564707
"296",-6.44805402410877
"297",-6.26107124027489
"298",-6.03169138540742
"299",-5.76119958784668
"300",-5.4511358272
"301",-5.10328710509954
"302",-4.71967826864607
"303",-4.30256152904714
"304",-3.85440472415572
"305",-3.37787837959682
"306",-2.87584162891665
"307",-2.35132705865592
"308",-1.80752454942838
"309",-1.24776418895194
"310",-0.675498337501918
"311",-0.0942829304181085
"312",0.492241893907677
"313",1.0803717487492
"314",1.66635844167491
"315",2.24643080772651
"316",2.81681583367336
"317",3.37375997218996
"318",3.91355054357912
"319",4.43253712190377
"320",4.92715280209752
"321",5.39393524478238
"322",5.82954739616759
"323",6.23079778149704
"324",6.59466027207026
"325",6.91829322787775
"326",7.19905792035009
"327",7.43453614260961
"328",7.62254691793347
"329",7.76116222086711
"330",7.84872162953973
"331",7.88384583223976
"332",7.86544891615824
"333",7.79274937140004
"334",7.66527974887124
"335",7.48289491644806
"336",7.24577886389567
"337",6.95445001330872
"338",6.60976499836571
"339",6.21292088238622
"340",5.76545579204302
"341",5.26924795056128
"342",4.72651310131935
"343",4.13980031991078
"344",3.5119862199062
"345",2.84626756473768
"346",2.14615230528113
"347",1.41544906980735
"348",0.658255139977489
"349",-0.121057046559262
"350",-0.917854819678401
"351",-1.72726157256218
"352",-2.54417436957253
"353",-3.3632827999356
"354",-4.17908900511719
"355",-4.98592880222682
"356",-5.77799382055788
"357",-6.54935456347638
"358",-7.29398430334537
"359",-8.0057837130238
"360",-8.6786061337266
"361",-9.30628337570695
"362",-9.88265194532556
"363",-10.4015795896163
"364",-10.8569920474692
"365",-11.2428998950306
"366",-11.5534253718633
"367",-11.7828290738522
"368",-11.9255363987552
"369",-11.9761636307013
"370",-11.9295435508351
"371",-11.7807504626788
"372",-11.5251245226372
"373",-11.1582952683949
"374",-10.6762042407535
"375",-10.0751265976861
"376",-9.35169162308358
"377",-8.50290203676661
"378",-7.52615201685662
"379",-6.41924385051176
"380",-5.18040313431095
"381",-3.80829245120181
"382",-2.30202345687897
"383",-0.661167314729158
"384",1.11423657499818
"385",3.02367359933665
"386",5.06614875061241
"387",7.2401832716583
