"","x"
"1",2.45135214988394
"2",-15.580782959764
"3",-3.23957665013863
"4",18.2306009740957
"5",85.0282474293173
"6",115.074104695839
"7",47.6125624363191
"8",39.7686612264092
"9",-3.8272269489172
"10",-16.1369796694317
"11",1.81417552255513
"12",14.1960276716761
"13",1.71973071824614
"14",-12.76856004684
"15",-2.65620938828815
"16",14.947043424388
"17",69.7135929310389
"18",94.3478142866353
"19",76.2121726886762
"20",43.7728043379091
"21",-3.13789534456701
"22",-13.2305071154476
"23",1.48741974344213
"24",11.6391449310053
"25",3.8952643097401
"26",-34.8742222286317
"27",-38.1500568893891
"28",54.2035222465533
"29",181.13171937054
"30",257.553652247259
"31",228.235322710679
"32",109.926682798849
"33",-3.05670943919704
"34",-40.1201159578103
"35",-5.50766905091682
"36",31.7766337992924
"37",17.3934181172078
"38",-28.188838201317
"39",-34.7110603135021
"40",53.9177664456438
"41",179.341671893382
"42",261.058290644918
"43",233.783987587879
"44",108.519160328704
"45",-2.96529222533004
"46",-39.1140273722066
"47",-5.36765650806109
"48",30.9861408485719
"49",9.73552637164299
"50",-38.6436257942478
"51",-46.4293789723626
"52",65.9305474379785
"53",213.874799066666
"54",305.878820427747
"55",262.325926847843
"56",126.199616451392
"57",-6.23476728144057
"58",-49.144042650868
"59",-6.40853306234055
"60",39.2849684677794
"61",21.5159509411005
"62",-30.9997361805162
"63",-40.839767215451
"64",60.2929832000035
"65",198.573400965994
"66",289.987373958993
"67",261.813639757754
"68",117.173195716176
"69",-5.65989081713051
"70",-44.6239760114574
"71",-5.81901020279862
"72",35.6721330056605
"73",2.40199121852557
"74",-22.9511426231542
"75",-12.9630953361768
"76",21.98703842018
"77",110.151791713016
"78",152.467021550352
"79",114.735686033821
"80",59.7068112198757
"81",-12.2289070625606
"82",-26.0346866733747
"83",2.24331891413935
"84",22.412647421793
"85",6.10132728113356
"86",-21.3750155466293
"87",-12.3272209214813
"88",21.1118113143715
"89",105.67767209507
"90",146.270352627012
"91",110.072210877438
"92",57.2799738938451
"93",-11.7318463873419
"94",-24.9764762269026
"95",2.15213669115267
"96",21.5016594070586
"97",-5.2838627458321
"98",-41.7230696760929
"99",-17.7932487651021
"100",33.3298780598434
"101",74.3813218392789
"102",-33.0708955076089
"103",110.743141729224
"104",71.2084602911988
"105",-19.1611220065414
"106",-40.6863329768402
"107",4.68735811442451
"108",34.9473813333556
"109",8.82237833451406
"110",-21.5710268534452
"111",-9.5363689971644
"112",21.0685708498435
"113",150.827343647914
"114",257.838209132058
"115",136.207615989758
"116",70.9060691185733
"117",-11.8225815328677
"118",-25.1082139262416
"119",2.8930401279884
"120",21.5674462099105
"121",11.8974376911081
"122",-35.2083806105787
"123",-17.0235713348779
"124",9.0044149660068
"125",207.422481309931
"126",795.318048300873
"127",292.825309099048
"128",146.942497504134
"129",-19.4140979703329
"130",-44.64196856625
"131",3.20446645202116
"132",38.213508112449
"133",18.4397702139763
"134",-54.965071332463
"135",-26.5763389980756
"136",14.0572365927694
"137",277.242076039248
"138",679.338605087905
"139",331.33435681315
"140",188.435282044846
"141",-30.3083064610625
"142",-69.6927802877379
"143",5.00265072425497
"144",59.6569934175802
"145",39.4041958476449
"146",-59.2162658587104
"147",-52.0177540544929
"148",76.4159230859668
"149",176.5282639233
"150",358.335247311583
"151",251.810367830743
"152",187.935662370875
"153",-17.8369051892678
"154",-77.3856866512434
"155",-2.69415263377438
"156",65.2198250184996
"157",20.6517436459253
"158",-44.3483199430415
"159",-40.4881564681723
"160",59.1825460705526
"161",292.45915662745
"162",398.210795380156
"163",342.103334289173
"164",159.930616367868
"165",-13.806399963084
"166",-59.8992659755086
"167",-2.08536976221188
"168",50.4824579537133
"169",-5.36504219620339
"170",-56.3622930020731
"171",2.23603652118016
"172",135.346383159565
"173",317.606575049599
"174",345.297469405676
"175",225.438467192148
"176",114.910496582812
"177",-19.3595054364769
"178",-38.8620197806221
"179",16.0839547617313
"180",39.0116676415693
"181",-7.81184881905863
"182",-43.8045654281306
"183",1.72017330815049
"184",105.995917715246
"185",262.171482720487
"186",322.721293524415
"187",235.536524955088
"188",103.435501478987
"189",-15.1609012373219
"190",-30.4337962000299
"191",12.5957375374391
"192",30.5509890942305
"193",-13.3646425214355
"194",-14.714265462212
"195",22.1658873890155
"196",22.0231038138693
"197",65.7116808654101
"198",60.2889031216674
"199",11.3745607338175
"200",17.4764836450703
"201",-7.99738466268336
"202",-1.55760178419282
"203",10.4993986997068
"204",4.53869498759152
"205",-16.7275699206762
"206",-18.0527533942139
"207",27.2257506193969
"208",27.0519283873506
"209",80.71618565181
"210",74.0551859145504
"211",13.9718117083005
"212",21.4670390459433
"213",-9.82349609285274
"214",-1.91326235842004
"215",12.8968164534505
"216",5.57505414046257
"217",15.7845064124016
"218",9.02946829988958
"219",-24.7503683301097
"220",9.99119487734085
"221",3.31877290144595
"222",33.6716248077369
"223",-4.4743664677487
"224",9.12077486771603
"225",19.8005388622535
"226",-3.86410062909654
"227",-13.4832875056403
"228",-0.516512580392022
"229",12.2348517899069
"230",7.03196128992018
"231",-19.3098713731921
"232",7.79396162104487
"233",2.58896872550025
"234",26.2676005194743
"235",78.0443138577383
"236",27.3449993842334
"237",15.4466194074769
"238",-3.01442765495425
"239",-10.5184617566807
"240",-0.402937178507581
"241",18.6831262259581
"242",-0.211831004994635
"243",-28.6526934171114
"244",15.308188224794
"245",71.575486705249
"246",149.043550303899
"247",182.238218529486
"248",101.863462335236
"249",28.4232937927512
"250",-16.8723265600388
"251",-17.0664971725595
"252",9.15366028699601
